,SRANK,GRANK,OBJECTID,ELSUBID,ELCODE,SNAME,SCOMNAME,SRANK_CHGD,SRANK_RVWD,EO_TRACK,USESA,SPROT,PBSSTATUS,PBSDATE,PBSQUAL,SGCN,SGCN_COM,SENSITV_SP,ER_RULE,MOD_BY,MOD_DATE,CHG_TYPE,CHG_INFO,CHG_SRC,EXPT_DATE,Rounded_GRANK,Rounded_SRANK,temp_taxostatus,GRANK_rounded,SRANK_rounded,rank_score,resp_score,rarity_score
121,S1,G5,2480,13367,PDBRA06170,Borodinia missouriensis,Missouri Rock-cress,,,Y,,PE,PE,,,,,N,,sklugman,2/23/2022 3:28:21 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.012,0.333333333333
122,S1,G5,7431,478769,NBMUS5K020,Platydictya jungermannioides,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S1,,G5,S1,0.6,0.0,
123,S1,G5,7431,478769,NBMUS5K020,Platydictya jungermannioides,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S1,,G5,S1,0.6,0.0,
124,S1,G5,7193,478528,NBMUS3H010,Homalia trichomanoides,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S1,,G5,S1,0.6,0.0,
125,S1,G5,7193,478528,NBMUS3H010,Homalia trichomanoides,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S1,,G5,S1,0.6,0.0,
126,S1,G5,3536,14467,PDRHA0C090,Endotropis lanceolata,Lance-leaved Buckthorn,,,Y,,PE,PE,,,,,N,,sklugman,2/23/2022 3:53:18 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.032,0.125
127,S1,G5,3536,14467,PDRHA0C090,Endotropis lanceolata,Lance-leaved Buckthorn,,,Y,,PE,PE,,,,,N,,sklugman,2/23/2022 3:53:18 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.032,0.125
128,S1,G5,2756,13647,PDCPR030L0,Lonicera oblongifolia,Swamp Fly Honeysuckle,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.038,0.142857142857
129,S1,G5,2756,13647,PDCPR030L0,Lonicera oblongifolia,Swamp Fly Honeysuckle,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.038,0.142857142857
130,S1,G5,2080,12968,PDAST0H0Q0,Antennaria solitaria,Single-headed Pussy-toes,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.01,0.0909090909091
131,S1,G5,2080,12968,PDAST0H0Q0,Antennaria solitaria,Single-headed Pussy-toes,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.01,0.0909090909091
132,S1,G5,4797,15776,PMPOT030D0,Potamogeton gramineus,Grassy Pondweed,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.008,0.142857142857
133,S1,G5,4797,15776,PMPOT030D0,Potamogeton gramineus,Grassy Pondweed,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.008,0.142857142857
134,S1,G5,1935,12822,PDACA0J080,Ruellia humilis,Fringed-leaved Petunia,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.002,0.5
135,S1,G5,1935,12822,PDACA0J080,Ruellia humilis,Fringed-leaved Petunia,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.002,0.5
136,S1,G4,2357,13154,PDAST4W0K0,Hieracium traillii,Maryland Hawkweed,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G4,S1,in biotics,G4,S1,0.7,0.0,0.333333333333
137,S1,G4G5,4078,15029,PMCYP033C0,Carex cryptolepis,Northeastern Sedge,,,Y,,PT,PE,,,,,N,,,,,,,28-Feb-22,G4,S1,in biotics,G4,S1,0.7,0.016,1.0
138,S1,G5,4327,15219,PMCYP0A0B0,Eriophorum tenellum,Rough Cotton-grass,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.047,0.25
139,S1,G5,4327,15219,PMCYP0A0B0,Eriophorum tenellum,Rough Cotton-grass,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.047,0.25
140,S1,G5,4420,15317,PMJUN012J0,Juncus scirpoides,Scirpus-like Rush,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.009,0.25
141,S1,G5,4420,15317,PMJUN012J0,Juncus scirpoides,Scirpus-like Rush,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.009,0.25
142,S1,GNR,7306,478643,NBMUS7X0D0,Weissia brachycarpa,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,GNR,S1,,GNR,S1,0.6,0.0,
143,S1,G5,3802,14726,PDSCR010N0,Agalinis paupercula,Small-flowered False-foxglove,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.02,0.5
144,S1,G5,3802,14726,PDSCR010N0,Agalinis paupercula,Small-flowered False-foxglove,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.02,0.5
145,S1,G5,2133,13030,PDASTEF040,Sericocarpus linifolius,Narrow-leaved White-topped Aster,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.02,0.5
146,S1,G5,2133,13030,PDASTEF040,Sericocarpus linifolius,Narrow-leaved White-topped Aster,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.02,0.5
147,S1,G5,3510,14437,PDRAN0L160,Ranunculus hederaceus,Long-stalked Crowfoot,,,Y,,PX,PE,1207958400.0,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.0,1.0
148,S1,G5,3510,14437,PDRAN0L160,Ranunculus hederaceus,Long-stalked Crowfoot,,,Y,,PX,PE,1207958400.0,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.0,1.0
149,S1,G4,4137,15091,PMCYP038R0,Carex mitchelliana,Mitchell's Sedge,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G4,S1,in biotics,G4,S1,0.7,0.032,1.0
150,S1,G5T5,4075,15026,PMCYP03391,Carex crinita var. brevicrinis,Short Hair Sedge,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,T5,S1,in biotics,T5,S1,0.6,0.009,0.125
151,S1,G3G5,7415,478753,NBMUS6X020,Seligeria campylopoda,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G4,S1,,G4,S1,0.7,0.0,
152,S1,G5,7221,478556,NBMUS6Z1G0,Sphagnum wulfianum,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S1,,G5,S1,0.6,0.0,
153,S1,G5,7221,478556,NBMUS6Z1G0,Sphagnum wulfianum,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S1,,G5,S1,0.6,0.0,
154,S1,G4G5,3185,14099,PDLAM1U160,Scutellaria serrata,Showy Skullcap,,,Y,,PX,PE,,,,,N,,,,,,,28-Feb-22,G4,S1,in biotics,G4,S1,0.7,0.044,0.5
155,S1,G5,2101,12993,PDASTE8070,Symphyotrichum boreale,Rush Aster,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.011,0.25
156,S1,G5,2101,12993,PDASTE8070,Symphyotrichum boreale,Rush Aster,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.011,0.25
157,S1,G5,7387,478725,NBMUS0Z0N0,Brachythecium reflexum,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S1,,G5,S1,0.6,0.0,
158,S1,G5,7387,478725,NBMUS0Z0N0,Brachythecium reflexum,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S1,,G5,S1,0.6,0.0,
159,S1,G5,3301,14219,PDONA0B070,Ludwigia decurrens,Upright Primrose-willow,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.002,1.0
160,S1,G5,3301,14219,PDONA0B070,Ludwigia decurrens,Upright Primrose-willow,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.002,1.0
161,S1,G5,4447,15344,PMLIL01030,Aletris farinosa,Colic-root,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.029,0.5
162,S1,G5,4447,15344,PMLIL01030,Aletris farinosa,Colic-root,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.029,0.5
163,S1,G4,3280,14197,PDOLE040E0,Fraxinus profunda,Pumpkin Ash,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G4,S1,in biotics,G4,S1,0.7,0.015,0.0416666666667
164,S1,G3,8225,514402,PDAST68100,Marshallia pulchra,Beautiful Barbara's-Buttons,,,Y,,,PE,1603756800.0,2020-10-27: Species added to EST. Provisional PE status pending full review by DCNR and VPTC.,,,N,,,,,,,28-Feb-22,G3,S1,in biotics,G3,S1,0.9,0.0,0.5
165,S1,GNR,3191,14105,PDLAM1X1R0,Stachys cordata,Nuttall's Hedge-nettle,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,GNR,S1,in biotics,GNR,S1,0.6,0.0,0.0625
166,S1,G5,7672,479015,PDAST3R0B0,Euthamia caroliniana,Grass-leaved Goldenrod,,,Y,,PT,PE,1334534400.0,RPF 2012-04-21: Too rare for PT (J. Kunsman). (Note: Status and comments were recorded for previous name Euthamia tenuifolia).,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.006,0.5
167,S1,G5,7672,479015,PDAST3R0B0,Euthamia caroliniana,Grass-leaved Goldenrod,,,Y,,PT,PE,1334534400.0,RPF 2012-04-21: Too rare for PT (J. Kunsman). (Note: Status and comments were recorded for previous name Euthamia tenuifolia).,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.006,0.5
168,S1,G5,6875,21507,PDAST4W1N0,Hieracium umbellatum,Umbellate Hawkweed,,,Y,,N,PE,1236124800.0,2009-03-04: Members of the VPTC.,,,N,EXCLUDE from ER per DCNR 2019-01-02 (P19BOW01).,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.024,0.5
169,S1,G5,6875,21507,PDAST4W1N0,Hieracium umbellatum,Umbellate Hawkweed,,,Y,,N,PE,1236124800.0,2009-03-04: Members of the VPTC.,,,N,EXCLUDE from ER per DCNR 2019-01-02 (P19BOW01).,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.024,0.5
170,S1,G5,4941,15921,PPOPH020F0,Ophioglossum pusillum,,,,Y,,,W,1618617600.0,"2021-11-29: Changed from W to PE. DCNR did not adopt the previous recommendation of PT (U21GRU06). 2015-04-11: VPTC suggested TU, DCNR recommended W.",,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.046,0.5
171,S1,G5,4941,15921,PPOPH020F0,Ophioglossum pusillum,,,,Y,,,W,1618617600.0,"2021-11-29: Changed from W to PE. DCNR did not adopt the previous recommendation of PT (U21GRU06). 2015-04-11: VPTC suggested TU, DCNR recommended W.",,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.046,0.5
172,S1,G5,6886,21542,PDRUB2V040,Oldenlandia uniflora,Clustered Bluets,,,Y,,,PE,1272067200.0,"PE: 2010-04-24, VPTC-RPF",,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.003,1.0
173,S1,G5,6886,21542,PDRUB2V040,Oldenlandia uniflora,Clustered Bluets,,,Y,,,PE,1272067200.0,"PE: 2010-04-24, VPTC-RPF",,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.003,1.0
174,S1,G4G5,3548,14479,PDROS05090,Amelanchier obovalis,Coastal Juneberry,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G4,S1,in biotics,G4,S1,0.7,0.07,1.0
175,S1,G5,1976,12863,PDANA0B030,Toxicodendron rydbergii,Giant Poison-ivy,,,Y,,N,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.003,0.5
176,S1,G5,1976,12863,PDANA0B030,Toxicodendron rydbergii,Giant Poison-ivy,,,Y,,N,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.003,0.5
177,S1,G4G5,4399,15296,PMJUN010D0,Juncus brachycarpus,Short-fruited Rush,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G4,S1,in biotics,G4,S1,0.7,0.008,0.25
178,S1,G3G4,3184,14098,PDLAM1U150,Scutellaria saxatilis,Rock Skullcap,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G3,S1,in biotics,G3,S1,0.9,0.122,0.142857142857
179,S1,G5,4247,15440,PMORC1N060,Neottia cordata,Heart-leaved Twayblade,,,Y,,PE,PE,,,,,N,,sklugman,2/23/2022 2:09:39 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.014,0.5
180,S1,G5,4247,15440,PMORC1N060,Neottia cordata,Heart-leaved Twayblade,,,Y,,PE,PE,,,,,N,,sklugman,2/23/2022 2:09:39 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.014,0.5
181,S1,G5?,4361,15254,PMCYP0Q1J0,Schoenoplectus torreyi,Torrey's Bulrush,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.068,0.0625
182,S1,G5,7599,478939,NBMUSAA010,Brachythecium oedipodium,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S1,,G5,S1,0.6,0.0,
183,S1,G5,7599,478939,NBMUSAA010,Brachythecium oedipodium,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S1,,G5,S1,0.6,0.0,
184,S1,G5,2400,13198,PDAST6A010,Bidens beckii,Beck's Water-marigold,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.016,0.2
185,S1,G5,2400,13198,PDAST6A010,Bidens beckii,Beck's Water-marigold,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.016,0.2
186,S1,G5,3449,14373,PDPRI070A0,Lysimachia hybrida,Lance-leaf Loosestrife,,,Y,,N,PE,1461974400.0,"VPTC changed from PT to PE, 2016-04-30.",,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.017,0.2
187,S1,G5,3449,14373,PDPRI070A0,Lysimachia hybrida,Lance-leaf Loosestrife,,,Y,,N,PE,1461974400.0,"VPTC changed from PT to PE, 2016-04-30.",,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.017,0.2
188,S1,G5,7143,22388,PDMAG02030,Magnolia fraseri,Mountain Magnolia,,,Y,,,PE,1461974400.0,Added to ET: VPTC 30 April 2016.,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.0,1.0
189,S1,G5,7143,22388,PDMAG02030,Magnolia fraseri,Mountain Magnolia,,,Y,,,PE,1461974400.0,Added to ET: VPTC 30 April 2016.,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.0,1.0
190,S1,G5T4?,7677,479032,PPDRY0A0B2,Dryopteris filix-mas ssp. brittonii,Male Fern,,,Y,,N,PE,1493424000.0,2017-04-29: PE (VPTC).,,,N,,,,,,,28-Feb-22,T4,S1,in biotics,T4,S1,0.7,0.0,1.0
191,S1,G5,3212,14129,PDLIN020V0,Linum sulcatum,Grooved Yellow Flax,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.013,0.2
192,S1,G5,3212,14129,PDLIN020V0,Linum sulcatum,Grooved Yellow Flax,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.013,0.2
193,S1,G5,2768,13661,PDCPR06010,Triosteum angustifolium,Horse-gentian,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.046,0.166666666667
194,S1,G5,2768,13661,PDCPR06010,Triosteum angustifolium,Horse-gentian,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.046,0.166666666667
195,S1,G5,4432,15329,PMJUN02040,Luzula bulbosa,Southern Wood-rush,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.016,0.0909090909091
196,S1,G5,4432,15329,PMJUN02040,Luzula bulbosa,Southern Wood-rush,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.016,0.0909090909091
197,S1,G5,4052,15003,PMCYP031P0,Carex bicknellii,Bicknell's Sedge,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.018,0.142857142857
198,S1,G5,4052,15003,PMCYP031P0,Carex bicknellii,Bicknell's Sedge,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.018,0.142857142857
199,S1,G5,2474,13360,PDBRA060U0,Arabis hirsuta,Western Hairy Rock-cress,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.0,0.25
200,S1,G5,2474,13360,PDBRA060U0,Arabis hirsuta,Western Hairy Rock-cress,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.0,0.25
201,S1,G5T4,2438,13236,PDAST8P034,Solidago harrisii,Harris' Golden-rod,,,Y,,PE,PE,,,,,N,,sklugman,2/24/2022 11:28:50 AM,SNAME Change,"Changed to taxonomic (subjective) synonym, no concept chage",U22GRU01: Steve Grund and VPTC,28-Feb-22,T4,S1,in biotics,T4,S1,0.7,0.109,0.333333333333
202,S1,G4G5,4198,15152,PMCYP03ES0,Carex wiegandii,Wiegands Sedge,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G4,S1,in biotics,G4,S1,0.7,0.038,0.333333333333
203,S1,G3,4798,15777,PMPOT030F0,Potamogeton hillii,Hill's Pondweed,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G3,S1,in biotics,G3,S1,0.9,0.159,0.142857142857
204,S1,G2,3166,14080,PDLAM1N0G0,Pycnanthemum torreyi,Torrey's Mountain-mint,,,Y,,PE,PE,,,,,N,,sklugman,2/24/2022 11:06:27 AM,SNAME Change,"Changed to taxonomic (subjective) synonym, no concept chage",U22GRU01: Steve Grund and VPTC,28-Feb-22,G2,S1,in biotics,G2,S1,0.95,0.0,0.5
205,S1,GNR,7547,478886,NBMUS0Z1E0,Brachythecium falcatum,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,GNR,S1,,GNR,S1,0.6,0.0,
206,S1,G5,2779,13672,PDCPR070E0,Viburnum nudum,Possum-haw,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.073,0.1
207,S1,G5,2779,13672,PDCPR070E0,Viburnum nudum,Possum-haw,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.073,0.1
208,S1,G5,4924,15904,PPLYC03010,Lycopodiella alopecuroides,Foxtail Clubmoss,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.003,1.0
209,S1,G5,4924,15904,PPLYC03010,Lycopodiella alopecuroides,Foxtail Clubmoss,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.003,1.0
210,S1,G5,4277,15473,PMORC2B0V0,Spiranthes romanzoffiana,Hooded Ladies'-tresses,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.005,0.125
211,S1,G5,4277,15473,PMORC2B0V0,Spiranthes romanzoffiana,Hooded Ladies'-tresses,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.005,0.125
212,S1,G5,6154,19197,NBHEP29010,Mylia anomala,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S1,,G5,S1,0.6,0.0,
213,S1,G5,6154,19197,NBHEP29010,Mylia anomala,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S1,,G5,S1,0.6,0.0,
214,S1,G5,3955,14885,PDVIO041V0,Viola renifolia,Kidney-leaved White Violet,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.017,0.5
215,S1,G5,3955,14885,PDVIO041V0,Viola renifolia,Kidney-leaved White Violet,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.017,0.5
216,S1,G3,7399,478737,NBMUS3S0D0,Hygrohypnum subeugyrium,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G3,S1,,G3,S1,0.9,0.0,
217,S1,G2G3,2663,13552,PDCHE090J0,Chenopodium foggii,Fogg's Goosefoot,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G2,S1,in biotics,G2,S1,0.95,0.166,1.0
218,S1,G5,2745,13636,PDCPR02010,Linnaea borealis,Twinflower,,,Y,,PT,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.012,1.0
219,S1,G5,2745,13636,PDCPR02010,Linnaea borealis,Twinflower,,,Y,,PT,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.012,1.0
220,S1,G4?,2070,12958,PDASC0A0G0,Matelea obliqua,Oblique Milkvine,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G4,S1,in biotics,G4,S1,0.7,0.118,0.125
221,S1,G3,2888,13783,PDEUP0Q1T0,Euphorbia purpurea,Glade Spurge,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G3,S1,in biotics,G3,S1,0.9,0.237,0.125
222,S1,G5,3071,13985,PDHAL040H0,Myriophyllum sibiricum,Northern Water-milfoil,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.007,0.2
223,S1,G5,3071,13985,PDHAL040H0,Myriophyllum sibiricum,Northern Water-milfoil,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.007,0.2
224,S1,G5,2261,13283,PDAST9S0C0,Vernonia glauca,Tawny Ironweed,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.028,0.0833333333333
225,S1,G5,2261,13283,PDAST9S0C0,Vernonia glauca,Tawny Ironweed,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.028,0.0833333333333
226,S1,G5,4368,15261,PMCYP0R0U0,Scleria muehlenbergii,Reticulated Nutrush,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.032,1.0
227,S1,G5,4368,15261,PMCYP0R0U0,Scleria muehlenbergii,Reticulated Nutrush,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.032,1.0
228,S1,G4,4325,15217,PMCYP09220,Eleocharis compressa,Flat-stemmed Spike-rush,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G4,S1,in biotics,G4,S1,0.7,0.011,0.0769230769231
229,S1,G5,4570,15537,PMPOA1D010,Chasmanthium latifolium,Wild Oat,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.01,0.0625
230,S1,G5,4570,15537,PMPOA1D010,Chasmanthium latifolium,Wild Oat,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.01,0.0625
231,S1,G5,4817,15796,PMSCH02010,Scheuchzeria palustris,Pod-grass,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.039,0.2
232,S1,G5,4817,15796,PMSCH02010,Scheuchzeria palustris,Pod-grass,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.039,0.2
233,S1,G4,4353,15246,PMCYP0Q150,Scirpus pedicellatus,Stalked Bulrush,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G4,S1,in biotics,G4,S1,0.7,0.028,0.0344827586207
234,S1,G5,4292,15184,PMCYP062Y0,Cyperus refractus,Reflexed Flatsedge,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.024,0.25
235,S1,G5,4292,15184,PMCYP062Y0,Cyperus refractus,Reflexed Flatsedge,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.024,0.25
236,S1,G5,2107,13001,PDASTE80F0,Symphyotrichum dumosum,Bushy Aster,,,Y,,TU,PE,1238803200.0,RPF: 2009-04-04,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.015,0.0833333333333
237,S1,G5,2107,13001,PDASTE80F0,Symphyotrichum dumosum,Bushy Aster,,,Y,,TU,PE,1238803200.0,RPF: 2009-04-04,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.015,0.0833333333333
238,S1,G4,4600,15567,PMPOA240K0,Dichanthelium leibergii,Leiberg's Panic-grass,,,Y,,PX,PE,1365811200.0,VPTC 2013-04-13: Changed from PX to PE.,,,N,,,,,,,28-Feb-22,G4,S1,in biotics,G4,S1,0.7,0.0,1.0
239,S1,G3,2833,13727,PDERI0G020,Gaylussacia brachycera,Box Huckleberry,,,Y,,PT,PE,,,,,N,,,,,,,28-Feb-22,G3,S1,in biotics,G3,S1,0.9,0.146,0.333333333333
240,S1,G3,7673,479016,PDFAB40250,Trifolium stoloniferum,Running Buffalo Clover,,,Y,,,PE,1507939200.0,,,,Y,,,,,,,28-Feb-22,G3,S1,in biotics,G3,S1,0.9,0.0,0.2
241,S1,G5,2153,13051,PDAST180Y0,Bidens laevis,Beggar-ticks,,,Y,,N,PE,1238803200.0,RPF: 2009-04-04,,,N,,,,,,,28-Feb-22,G5,S1,in biotics,G5,S1,0.6,0.017,0.0666666666667
